Student summary,Attendance date,Course,Reason
W,10-17-22,Advanced Calculus,"Other (LS, MS, US)"
W,10-11-22,Ecological Literature,"Other (LS, MS, US)"
W,10-06-22,"Vertebrates: Origins, Designs & Threats","Other (LS, MS, US)"
WW,10-05-22,Advanced Chemistry,"Illness - Left Early (MS, US)"
WW,10-12-22,Advanced Chemistry,"Other (LS, MS, US)"
WW,10-17-22,Advanced Chemistry,School Trip - Full Day
WW,9-28-22,Introductory Calculus,Sports Dismissal- Full Class Period
WW,10-06-22,Introductory Calculus,Sports Dismissal- Full Class Period
WW,10-11-22,Introductory Calculus,Commons Duty (US)
WW,10-03-22,Spanish IV,Sports Dismissal- Full Class Period
WW,10-17-22,Spanish IV,School Trip - Full Day
WW,11-04-22,Tykoe Yearbook,"Other (LS, MS, US)"
WW,9-21-22,US History,Sports Dismissal- Full Class Period
WW,10-12-22,US History,"Other (LS, MS, US)"
WW,10-17-22,US History,School Trip - Full Day
WWW,9-20-22,Environmental Science,Sports  Dismissal- Half Class Period
WWW,10-12-22,Mandarin I,"Other (LS, MS, US)"
WWW,9-23-22,Travel Literature,"Medical Appt. - PM (MS, US)"
WWW,10-12-22,Travel Literature,"Other (LS, MS, US)"
WWW,10-17-22,Travel Literature,"Late Arrival (LS, MS, US)"
WWW,10-12-22,US History,"Other (LS, MS, US)"
WWWW,9-09-22,English 9,School Trip - Full Day
WWWW,9-09-22,Spanish II,School Trip - Full Day
WWWW,9-09-22,Wilderness First Aid,Sports  Dismissal- Half Class Period
WWWWW,10-25-22,Advanced Biology,"Illness - All Day (LS, MS, US)"
WWWWW,10-27-22,Advanced Biology,"Other (LS, MS, US)"
WWWWW,9-21-22,Introduction to Psychology,"Other (LS, MS, US)"
WWWWW,10-18-22,Literature and Disability,"Other (LS, MS, US)"
WWWWW,10-25-22,Literature and Disability,"Illness - All Day (LS, MS, US)"
WWWWW,10-25-22,The Middle East,"Illness - All Day (LS, MS, US)"
WWWWWW,9-21-22,Introductory Calculus,"Other (LS, MS, US)"
WWWWWW,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
WWWWWW,10-17-22,Introductory Calculus,Absent
WWWWWW,11-03-22,Introductory Calculus,College Meeting-On Campus (US)
WWWWWW,11-07-22,Introductory Calculus,College Meeting-On Campus (US)
WWWWWW,10-12-22,Mandarin II,"Other (LS, MS, US)"
WWWWWW,11-01-22,Mandarin II,College Meeting-On Campus (US)
WWWWWW,9-30-22,Queer Voices,"Late Arrival (LS, MS, US)"
WWWWWW,10-18-22,Queer Voices,"Illness - All Day (LS, MS, US)"
WWWWWW,11-15-22,Queer Voices,"Other (LS, MS, US)"
WWWWWW,10-18-22,Silkscreen,"Illness - All Day (LS, MS, US)"
WWWWWW,11-15-22,Silkscreen,Commons Duty (US)
WWWWWW,9-19-22,Stage Makeup,"Other (LS, MS, US)"
WWWWWW,10-12-22,Stage Makeup,"Other (LS, MS, US)"
WWWWWW,9-06-22,Yoga,Absent
WWWWWW,10-18-22,Yoga,"Illness - All Day (LS, MS, US)"
WWWWWW,11-15-22,Yoga,Commons Duty (US)
WWWWWWW,9-26-22,Advanced Biology,"Religious Holiday (LS, MS, US)"
WWWWWWW,10-25-22,Advanced Biology,"Other (LS, MS, US)"
WWWWWWW,9-13-22,French: Advanced Studies,"Medical Appt. - PM (MS, US)"
WWWWWWW,9-23-22,French: Advanced Studies,Absent
WWWWWWW,9-27-22,French: Advanced Studies,"Other (LS, MS, US)"
WWWWWWW,10-05-22,French: Advanced Studies,"Religious Holiday (LS, MS, US)"
WWWWWWW,10-17-22,French: Advanced Studies,"Other (LS, MS, US)"
WWWWWWW,10-24-22,French: Advanced Studies,"Family Trip (LS, MS, US)"
WWWWWWW,11-14-22,French: Advanced Studies,"Illness - All Day (LS, MS, US)"
WWWWWWW,10-05-22,Introductory Calculus,"Religious Holiday (LS, MS, US)"
WWWWWWW,10-24-22,Introductory Calculus,"Family Trip (LS, MS, US)"
WWWWWWW,11-07-22,Introductory Calculus,College Meeting-On Campus (US)
WWWWWWW,11-14-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
WWWWWWW,9-08-22,Japanese History and Culture,Absent
WWWWWWW,9-26-22,Japanese History and Culture,"Religious Holiday (LS, MS, US)"
WWWWWWW,10-25-22,Japanese History and Culture,"Other (LS, MS, US)"
WWWWWWW,10-27-22,Japanese History and Culture,Commons Duty (US)
WWWWWWW,11-15-22,Japanese History and Culture,"Illness - Left Early (MS, US)"
WWWWWWW,9-15-22,Travel Literature,"Other (LS, MS, US)"
WWWWWWW,9-19-22,Travel Literature,"Other (LS, MS, US)"
WWWWWWW,10-05-22,Travel Literature,"Religious Holiday (LS, MS, US)"
WWWWWWW,10-24-22,Travel Literature,"Family Trip (LS, MS, US)"
WWWWWWW,11-07-22,Travel Literature,Absent
WWWWWWW,11-14-22,Travel Literature,"Illness - All Day (LS, MS, US)"
WWWWWWWW,10-18-22,Biology,"Family Trip (LS, MS, US)"
WWWWWWWW,10-17-22,English 9,"Family Trip (LS, MS, US)"
WWWWWWWW,11-01-22,English 9,Sports Dismissal- Full Class Period
WWWWWWWW,10-17-22,Fire Arts,"Family Trip (LS, MS, US)"
WWWWWWWW,10-17-22,French IV,"Family Trip (LS, MS, US)"
WWWWWWWW,10-18-22,Historical Inquiry,"Family Trip (LS, MS, US)"
WWWWWWWW,10-18-22,Math Analysis,"Family Trip (LS, MS, US)"
WWWWWWWWW,9-29-22,Introduction to Psychology,"Other (LS, MS, US)"
WWWWWWWWW,10-18-22,Literature and Disability,"Other (LS, MS, US)"
WWWWWWWWWW,9-09-22,Computer Art,School Trip - Full Day
WWWWWWWWWW,10-24-22,Computer Art,Absent
WWWWWWWWWW,9-09-22,English 9,School Trip - Full Day
WWWWWWWWWW,10-24-22,English 9,"Illness - All Day (LS, MS, US)"
WWWWWWWWWW,9-09-22,Math Analysis,Sports  Dismissal- Half Class Period
WWWWWWWWWW,10-24-22,Math Analysis,Absent
WWWWWWWWWWW,11-17-22,Chemistry,"Illness - Left Early (MS, US)"
WWWWWWWWWWW,11-18-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
WWWWWWWWWWW,10-06-22,English 10,"Illness - Left Early (MS, US)"
WWWWWWWWWWW,11-17-22,English 10,"Illness - Left Early (MS, US)"
WWWWWWWWWWW,11-18-22,Health,"Illness - All Day (LS, MS, US)"
WWWWWWWWWWW,9-19-22,Spanish III,Sports  Dismissal- Half Class Period
WWWWWWWWWWW,10-28-22,Spanish III,Sports  Dismissal- Half Class Period
WWWWWWWWWWW,11-18-22,Spanish III,"Illness - All Day (LS, MS, US)"
X,10-04-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
X,9-20-22,Biology,"Medical Appt. - PM (MS, US)"
X,10-04-22,Biology,"Illness - All Day (LS, MS, US)"
X,9-08-22,English 9,"Medical Appt. - PM (MS, US)"
X,10-04-22,English 9,"Illness - All Day (LS, MS, US)"
X,10-28-22,Historical Inquiry,Sports Dismissal- Full Class Period
X,10-26-22,Wilderness First Aid,Early Dismissal-Sports
XX,9-06-22,Advanced Algebra,"Other (LS, MS, US)"
XX,9-30-22,Advanced Algebra,Absent
XX,10-06-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
XX,11-07-22,Chemistry,"Other (LS, MS, US)"
XX,9-20-22,Japanese History and Culture,"Medical Appt. - AM (MS, US)"
XX,9-28-22,Japanese History and Culture,"Medical Appt. - AM (MS, US)"
XX,10-06-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
XX,10-11-22,Japanese History and Culture,"Other (LS, MS, US)"
XX,9-20-22,Spanish III,"Medical Appt. - PM (MS, US)"
XX,10-06-22,Spanish III,"Illness - All Day (LS, MS, US)"
XXX,10-12-22,Algebra I,Absent
XXX,10-12-22,Historical Inquiry,Absent
XXX,10-12-22,Metal Design,Absent
XXXX,10-31-22,Chemistry,"Illness - All Day (LS, MS, US)"
XXXX,11-08-22,Chemistry,"Illness - Left Early (MS, US)"
XXXX,10-03-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
XXXX,11-01-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
XXXX,9-27-22,English 10,"Other (LS, MS, US)"
XXXX,10-03-22,English 10,"Illness - All Day (LS, MS, US)"
XXXX,11-01-22,English 10,"Illness - All Day (LS, MS, US)"
XXXX,10-31-22,Math Analysis,"Illness - All Day (LS, MS, US)"
XXXX,9-27-22,Spanish III,"Other (LS, MS, US)"
XXXX,10-03-22,Spanish III,"Illness - All Day (LS, MS, US)"
XXXX,11-01-22,Spanish III,"Illness - All Day (LS, MS, US)"
XXXX,11-14-22,Spanish III,"Other (LS, MS, US)"
XXXX,10-31-22,Yoga,"Illness - All Day (LS, MS, US)"
XXXX,11-08-22,Yoga,"Illness - Left Early (MS, US)"
XXXXX,10-17-22,Algebra I,"Illness - All Day (LS, MS, US)"
XXXXX,10-03-22,Biology,Sports Dismissal- Full Class Period
XXXXX,10-17-22,Biology,"Illness - All Day (LS, MS, US)"
XXXXX,9-26-22,English 9,"Illness - All Day (LS, MS, US)"
XXXXX,9-30-22,English 9,"Family Trip (LS, MS, US)"
XXXXX,9-26-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
XXXXX,9-30-22,Historical Inquiry,"Family Trip (LS, MS, US)"
XXXXX,9-26-22,Spanish I,"Illness - All Day (LS, MS, US)"
XXXXX,9-30-22,Spanish I,"Family Trip (LS, MS, US)"
XXXXX,10-25-22,Spanish I,Commons Duty (US)
XXXXX,10-17-22,Strength and Conditioning,"Illness - All Day (LS, MS, US)"
XXXXXX,10-04-22,Advanced Algebra,"Other (LS, MS, US)"
XXXXXX,10-18-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
XXXXXX,11-17-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
XXXXXX,10-04-22,Biology,"Other (LS, MS, US)"
XXXXXX,10-18-22,Biology,"Illness - All Day (LS, MS, US)"
XXXXXX,11-17-22,Biology,"Illness - All Day (LS, MS, US)"
XXXXXX,10-04-22,English 9,"Other (LS, MS, US)"
XXXXXX,10-18-22,English 9,"Illness - All Day (LS, MS, US)"
XXXXXX,11-17-22,English 9,"Illness - All Day (LS, MS, US)"
XXXXXX,10-17-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
XXXXXX,11-18-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
XXXXXX,10-17-22,Mandarin II,"Illness - All Day (LS, MS, US)"
XXXXXX,11-18-22,Mandarin II,"Illness - All Day (LS, MS, US)"
XXXXXX,9-15-22,Stage Makeup,"Medical Appt. - AM (MS, US)"
XXXXXX,10-17-22,Stage Makeup,"Illness - All Day (LS, MS, US)"
XXXXXX,11-18-22,Stage Makeup,"Illness - All Day (LS, MS, US)"
XXXXXXX,9-28-22,Advanced Calculus,"Other (LS, MS, US)"
XXXXXXX,10-04-22,Advanced Calculus,Commons Duty (US)
XXXXXXX,10-18-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
XXXXXXX,11-04-22,Advanced Calculus,College Visit-Off Campus (US)
XXXXXXX,11-03-22,Astronomy,College Visit-Off Campus (US)
XXXXXXX,10-18-22,Physics with Calculus,"Illness - All Day (LS, MS, US)"
XXXXXXX,11-04-22,Physics with Calculus,College Visit-Off Campus (US)
XXXXXXX,10-18-22,Queer Voices,"Illness - All Day (LS, MS, US)"
XXXXXXX,11-04-22,Queer Voices,College Visit-Off Campus (US)
XXXXXXXX,10-13-22,Acrylic Painting,School Trip - HalfDay
XXXXXXXX,9-19-22,Dramatic Literature,"Late Arrival (LS, MS, US)"
XXXXXXXX,9-27-22,Dramatic Literature,"Late Arrival (LS, MS, US)"
XXXXXXXX,10-12-22,Dramatic Literature,"Other (LS, MS, US)"
XXXXXXXX,11-03-22,Dramatic Literature,"Other (LS, MS, US)"
XXXXXXXX,11-07-22,Dramatic Literature,"Other (LS, MS, US)"
XXXXXXXX,10-12-22,Math Analysis,"Other (LS, MS, US)"
XXXXXXXX,10-12-22,Physics,"Other (LS, MS, US)"
XXXXXXXX,11-07-22,Physics,"Medical Appt. - PM (MS, US)"
XXXXXXXX,9-20-22,US History,"Other (LS, MS, US)"
XXXXXXXX,9-26-22,US History,"Medical Appt. - PM (MS, US)"
XXXXXXXXX,9-06-22,Black Voices,"Illness - Left Early (MS, US)"
XXXXXXXXX,10-06-22,Black Voices,"Other (LS, MS, US)"
XXXXXXXXX,11-04-22,Black Voices,School Trip - Full Day
XXXXXXXXX,10-17-22,Darwinian Revolution,"Family Trip (LS, MS, US)"
XXXXXXXXX,10-18-22,Data Science I,"Family Trip (LS, MS, US)"
XXXXXXXXX,10-06-22,Environmental Science,"Medical Appt. - PM (MS, US)"
XXXXXXXXX,10-25-22,Environmental Science,"Medical Appt. - AM (MS, US)"
XXXXXXXXX,11-04-22,Environmental Science,School Trip - Full Day
XXXXXXXXX,10-06-22,How Do We See,Absent
XXXXXXXXX,11-04-22,How Do We See,School Trip - Full Day
XXXXXXXXX,9-23-22,Introductory Calculus,School Trip - Full Day
XXXXXXXXX,10-24-22,Introductory Calculus,Absent
XXXXXXXXX,11-01-22,Introductory Calculus,Absent
XXXXXXXXX,11-09-22,Introductory Calculus,"Late Arrival (LS, MS, US)"
XXXXXXXXX,10-18-22,Literature and Disability,"Family Trip (LS, MS, US)"
XXXXXXXXX,10-18-22,Marine Biology,"Family Trip (LS, MS, US)"
XXXXXXXXX,9-23-22,Postcolonial Voices,School Trip - Full Day
XXXXXXXXX,10-17-22,Spanish: Advanced Studies,"Family Trip (LS, MS, US)"
XXXXXXXXXX,10-28-22,Chemistry,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,11-18-22,Chemistry,"Medical Appt. - All Day (MS, US)"
XXXXXXXXXX,10-27-22,English 10,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-31-22,English 10,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-27-22,Marxism and Its Legacy,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-31-22,Marxism and Its Legacy,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-27-22,Math Analysis,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-31-22,Math Analysis,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,10-28-22,Spanish III,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,11-18-22,Spanish III,"Medical Appt. - All Day (MS, US)"
XXXXXXXXXX,10-28-22,Wilderness First Aid,"Illness - All Day (LS, MS, US)"
XXXXXXXXXX,11-18-22,Wilderness First Aid,"Medical Appt. - All Day (MS, US)"
XXXXXXXXXXX,9-23-22,Advanced Calculus,College Visit-Off Campus (US)
XXXXXXXXXXX,9-22-22,Data Science I,College Visit-Off Campus (US)
XXXXXXXXXXX,9-22-22,Japanese History and Culture,College Visit-Off Campus (US)
XXXXXXXXXXX,10-06-22,Japanese History and Culture,"Other (LS, MS, US)"
XXXXXXXXXXX,9-23-22,Physics,College Visit-Off Campus (US)
XXXXXXXXXXX,9-15-22,Postcolonial Voices,"Other (LS, MS, US)"
XXXXXXXXXXX,9-23-22,Postcolonial Voices,College Visit-Off Campus (US)
XXXXXXXXXXX,10-17-22,Postcolonial Voices,"Other (LS, MS, US)"
Y,10-27-22,Advanced Algebra,"Illness - Left Early (MS, US)"
Y,10-26-22,Chemistry,"Illness - All Day (LS, MS, US)"
Y,10-26-22,English 10,"Illness - All Day (LS, MS, US)"
Y,11-15-22,French II,School Trip - Full Day
Y,10-26-22,Health,"Illness - All Day (LS, MS, US)"
YY,9-19-22,English 10,"Illness - Left Early (MS, US)"
YY,9-15-22,Mandarin II,"Medical Appt. - PM (MS, US)"
YY,10-05-22,Mandarin II,"Medical Appt. - AM (MS, US)"
YY,9-19-22,Musical Theatre Ensemble,"Illness - Left Early (MS, US)"
YYY,9-09-22,Biology,School Trip - Full Day
YYY,9-09-22,Fire Arts,Sports  Dismissal- Half Class Period
YYY,9-09-22,Historical Inquiry,School Trip - Full Day
YYY,10-17-22,Historical Inquiry,Sports  Dismissal- Half Class Period
YYYY,9-16-22,Data Science I,College Visit-Off Campus (US)
YYYY,9-15-22,Engineer Your World,College Visit-Off Campus (US)
YYYY,10-07-22,Engineer Your World,"Illness - All Day (LS, MS, US)"
YYYY,9-16-22,Introductory Calculus,College Visit-Off Campus (US)
YYYY,10-11-22,Introductory Calculus,"Other (LS, MS, US)"
YYYY,9-16-22,Literature and Disability,College Visit-Off Campus (US)
YYYY,9-15-22,Physics,College Visit-Off Campus (US)
YYYY,10-07-22,Physics,"Illness - All Day (LS, MS, US)"
YYYYY,9-27-22,Creative Writing: Poetry,"Other (LS, MS, US)"
YYYYYY,9-20-22,Advanced Algebra,"Medical Appt. - AM (MS, US)"
YYYYYY,10-03-22,Health,"Illness - Left Early (MS, US)"
YYYYYY,10-24-22,Spanish II,Sports  Dismissal- Half Class Period
YYYYYY,9-12-22,The Middle East,Sports  Dismissal- Half Class Period
YYYYYYY,9-13-22,English 9,Sports Dismissal- Full Class Period
YYYYYYY,10-24-22,English 9,"Illness - All Day (LS, MS, US)"
YYYYYYY,11-01-22,English 9,Sports  Dismissal- Half Class Period
YYYYYYY,10-24-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
YYYYYYY,9-20-22,Silkscreen,Sports Dismissal- Full Class Period
YYYYYYY,9-28-22,Silkscreen,Sports  Dismissal- Half Class Period
YYYYYYY,10-06-22,Silkscreen,Sports  Dismissal- Half Class Period
YYYYYYY,9-19-22,Spanish III,Sports  Dismissal- Half Class Period
YYYYYYY,10-24-22,Spanish III,"Illness - All Day (LS, MS, US)"
YYYYYYY,10-28-22,Spanish III,Sports  Dismissal- Half Class Period
YYYYYYYY,9-16-22,Backpacking,School Trip - Full Day
YYYYYYYY,9-15-22,Biology,School Trip - Full Day
YYYYYYYY,9-27-22,Biology,"Other (LS, MS, US)"
YYYYYYYY,10-07-22,Biology,School Trip - Full Day
YYYYYYYY,9-16-22,English 9,School Trip - Full Day
YYYYYYYY,9-15-22,Geometry,School Trip - Full Day
YYYYYYYY,9-27-22,Geometry,Commons Duty (US)
YYYYYYYY,10-07-22,Geometry,School Trip - Full Day
YYYYYYYY,9-15-22,Historical Inquiry,School Trip - Full Day
YYYYYYYY,10-07-22,Historical Inquiry,School Trip - Full Day
YYYYYYYY,9-16-22,Spanish I,School Trip - Full Day
YYYYYYYYY,10-12-22,Chemistry,"Illness - Left Early (MS, US)"
YYYYYYYYY,11-07-22,Chemistry,"Medical Appt. - AM (MS, US)"
YYYYYYYYY,11-14-22,Chemistry,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,11-18-22,Chemistry,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,11-07-22,English 10,"Other (LS, MS, US)"
YYYYYYYYY,11-14-22,English 10,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,11-18-22,English 10,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,9-14-22,French III,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,10-13-22,French III,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,10-26-22,Math Analysis,"Medical Appt. - AM (MS, US)"
YYYYYYYYY,11-14-22,Math Analysis,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,11-18-22,Math Analysis,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,9-14-22,The American War in Vietnam,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,10-13-22,The American War in Vietnam,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,9-14-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
YYYYYYYYY,10-13-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
YYYYYYYYYYY,11-15-22,Advanced Statistics,School Trip - HalfDay
Z,9-27-22,Advanced Biology,"Illness - All Day (LS, MS, US)"
Z,9-29-22,Advanced Biology,"Other (LS, MS, US)"
Z,9-22-22,Advanced Statistics,"Other (LS, MS, US)"
Z,9-26-22,Advanced Statistics,"Other (LS, MS, US)"
Z,9-28-22,Advanced Statistics,"Other (LS, MS, US)"
Z,9-30-22,Advanced Statistics,"Other (LS, MS, US)"
Z,9-27-22,Introduction to Psychology,"Other (LS, MS, US)"
Z,9-29-22,Introduction to Psychology,"Other (LS, MS, US)"
Z,9-26-22,Queer Voices,"Other (LS, MS, US)"
Z,9-28-22,Queer Voices,"Other (LS, MS, US)"
Z,9-30-22,Queer Voices,"Other (LS, MS, US)"
Z,9-26-22,Understanding the Brain,"Other (LS, MS, US)"
Z,9-28-22,Understanding the Brain,"Other (LS, MS, US)"
Z,9-30-22,Understanding the Brain,"Other (LS, MS, US)"
Z,10-13-22,Understanding the Brain,"Late Arrival (LS, MS, US)"
Z,11-08-22,Understanding the Brain,Absent
ZZ,9-14-22,Environmental Science,"Illness - All Day (LS, MS, US)"
ZZ,9-16-22,Environmental Science,"Illness - All Day (LS, MS, US)"
ZZ,9-20-22,Environmental Science,"Other (LS, MS, US)"
ZZ,9-22-22,Environmental Science,"Illness - All Day (LS, MS, US)"
ZZ,11-04-22,Environmental Science,College Visit-Off Campus (US)
ZZ,11-17-22,Environmental Science,"Family Trip (LS, MS, US)"
ZZ,9-14-22,Math Analysis,"Illness - All Day (LS, MS, US)"
ZZ,9-16-22,Math Analysis,"Illness - All Day (LS, MS, US)"
ZZ,9-20-22,Math Analysis,"Other (LS, MS, US)"
ZZ,9-22-22,Math Analysis,"Illness - All Day (LS, MS, US)"
ZZ,11-04-22,Math Analysis,College Visit-Off Campus (US)
ZZ,11-17-22,Math Analysis,"Family Trip (LS, MS, US)"
ZZ,9-15-22,Spanish III,"Illness - All Day (LS, MS, US)"
ZZ,9-19-22,Spanish III,"Illness - All Day (LS, MS, US)"
ZZ,9-21-22,Spanish III,"Other (LS, MS, US)"
ZZ,9-23-22,Spanish III,"Other (LS, MS, US)"
ZZ,10-12-22,Spanish III,"Other (LS, MS, US)"
ZZ,11-03-22,Spanish III,College Visit-Off Campus (US)
ZZ,11-18-22,Spanish III,"Family Trip (LS, MS, US)"
ZZ,9-15-22,Travel Literature,"Illness - All Day (LS, MS, US)"
ZZ,9-19-22,Travel Literature,"Illness - All Day (LS, MS, US)"
ZZ,9-21-22,Travel Literature,"Other (LS, MS, US)"
ZZ,9-23-22,Travel Literature,"Other (LS, MS, US)"
ZZ,10-12-22,Travel Literature,"Other (LS, MS, US)"
ZZ,10-24-22,Travel Literature,Commons Duty (US)
ZZ,11-03-22,Travel Literature,College Visit-Off Campus (US)
ZZ,11-18-22,Travel Literature,"Family Trip (LS, MS, US)"
ZZ,9-14-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
ZZ,9-16-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
ZZ,9-20-22,Tykoe Yearbook,"Other (LS, MS, US)"
ZZ,9-22-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
ZZ,11-04-22,Tykoe Yearbook,College Visit-Off Campus (US)
ZZ,11-17-22,Tykoe Yearbook,"Family Trip (LS, MS, US)"
ZZ,9-15-22,US History,"Illness - All Day (LS, MS, US)"
ZZ,9-19-22,US History,"Illness - All Day (LS, MS, US)"
ZZ,9-21-22,US History,"Other (LS, MS, US)"
ZZ,9-23-22,US History,"Other (LS, MS, US)"
ZZ,10-12-22,US History,"Other (LS, MS, US)"
ZZ,11-03-22,US History,College Visit-Off Campus (US)
ZZ,11-18-22,US History,"Family Trip (LS, MS, US)"
ZZZ,10-03-22,Additive Multimedia Sculpture,"Illness - All Day (LS, MS, US)"
ZZZ,11-14-22,Additive Multimedia Sculpture,"Medical Appt. - AM (MS, US)"
ZZZ,11-16-22,Additive Multimedia Sculpture,"Medical Appt. - AM (MS, US)"
ZZZ,10-06-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
ZZZ,10-06-22,Chemistry,"Medical Appt. - AM (MS, US)"
ZZZ,10-03-22,English 10,"Illness - All Day (LS, MS, US)"
ZZZ,10-06-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
ZZZ,9-19-22,Spanish II,Commons Duty (US)
ZZZ,10-03-22,Spanish II,"Illness - All Day (LS, MS, US)"
ZZZ,11-16-22,Spanish II,"Medical Appt. - AM (MS, US)"
ZZZZ,9-22-22,Chemistry,"Illness - Left Early (MS, US)"
ZZZZ,10-25-22,Chemistry,"Illness - Left Early (MS, US)"
ZZZZ,10-27-22,Chemistry,"Illness - All Day (LS, MS, US)"
ZZZZ,11-04-22,Chemistry,"Illness - All Day (LS, MS, US)"
ZZZZ,11-08-22,Chemistry,"Other (LS, MS, US)"
ZZZZ,11-10-22,Chemistry,"Extended Absence (MS, US)"
ZZZZ,11-15-22,Chemistry,"Extended Absence (MS, US)"
ZZZZ,10-25-22,Digital Filmmaking,"Illness - Left Early (MS, US)"
ZZZZ,10-27-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
ZZZZ,11-04-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
ZZZZ,11-08-22,Digital Filmmaking,"Other (LS, MS, US)"
ZZZZ,11-10-22,Digital Filmmaking,"Extended Absence (MS, US)"
ZZZZ,11-15-22,Digital Filmmaking,"Extended Absence (MS, US)"
ZZZZ,9-13-22,English 10,"Illness - All Day (LS, MS, US)"
ZZZZ,10-12-22,English 10,"Illness - All Day (LS, MS, US)"
ZZZZ,11-03-22,English 10,"Illness - All Day (LS, MS, US)"
ZZZZ,11-07-22,English 10,"Other (LS, MS, US)"
ZZZZ,11-09-22,English 10,"Other (LS, MS, US)"
ZZZZ,11-14-22,English 10,"Extended Absence (MS, US)"
ZZZZ,11-16-22,English 10,"Extended Absence (MS, US)"
ZZZZ,9-13-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
ZZZZ,10-12-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
ZZZZ,10-26-22,Historical Inquiry,"Illness - Left Early (MS, US)"
ZZZZ,11-03-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
ZZZZ,11-07-22,Historical Inquiry,"Other (LS, MS, US)"
ZZZZ,11-09-22,Historical Inquiry,"Other (LS, MS, US)"
ZZZZ,11-14-22,Historical Inquiry,"Extended Absence (MS, US)"
ZZZZ,9-13-22,Math Analysis,"Illness - All Day (LS, MS, US)"
ZZZZ,9-15-22,Math Analysis,"Medical Appt. - PM (MS, US)"
ZZZZ,10-12-22,Math Analysis,"Illness - All Day (LS, MS, US)"
